Parent;ItemNumber;Item Code;Item Name;Color Code;Color Name;Has Grain;Length;Width;Thickness;Quantity;Material Quantity;Units;CoverSide;Item Type;Material Type;Material Code;Color Code
;1;002022_Test_Tellimus;;;;;;;;1;;;;Assembly;;;
1;2;Kruvitõmmits 7x70;;;;;;;;1;;;;Purchased;;;
1;3;Tüübel 8x35;puittüübel 8x35;;;;;;;1;;;;Purchased;;;
